directory,label
imageData/Octagon_05c312aa-2a91-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_fdbd88c8-2a87-11ea-8123-8363a7ec19e6.png,5
imageData/Heptagon_222ab258-2a97-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_95a0f8b2-2a8f-11ea-8123-8363a7ec19e6.png,4
imageData/Octagon_1dfd1a3e-2a8f-11ea-8123-8363a7ec19e6.png,4
imageData/Star_53b57b30-2a8f-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_2847b750-2a86-11ea-8123-8363a7ec19e6.png,2
imageData/Pentagon_93195232-2a95-11ea-8123-8363a7ec19e6.png,5
imageData/Hexagon_e1f468e0-2a97-11ea-8123-8363a7ec19e6.png,2
imageData/Star_53e23268-2a87-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_6c2bcbf4-2a87-11ea-8123-8363a7ec19e6.png,2
imageData/Octagon_15459e2c-2a92-11ea-8123-8363a7ec19e6.png,4
imageData/Triangle_e6a2a3e4-2a87-11ea-8123-8363a7ec19e6.png,8
imageData/Heptagon_1f441b78-2a98-11ea-8123-8363a7ec19e6.png,1
imageData/Star_a613ca4c-2a91-11ea-8123-8363a7ec19e6.png,7
imageData/Star_a9ff3a2a-2a86-11ea-8123-8363a7ec19e6.png,7
imageData/Octagon_5b8be73c-2a98-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_64c8f96e-2a90-11ea-8123-8363a7ec19e6.png,5
imageData/Star_105999e6-2a8c-11ea-8123-8363a7ec19e6.png,7
imageData/Square_39df9792-2a97-11ea-8123-8363a7ec19e6.png,6
imageData/Star_b8eb61bc-2a95-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_0bdd220a-2a98-11ea-8123-8363a7ec19e6.png,8
imageData/Hexagon_76de06ce-2a83-11ea-8123-8363a7ec19e6.png,2
imageData/Octagon_6a3f7ae4-2a8b-11ea-8123-8363a7ec19e6.png,4
imageData/Hexagon_7c089ca6-2a86-11ea-8123-8363a7ec19e6.png,2
imageData/Star_04317b90-2a99-11ea-8123-8363a7ec19e6.png,7
imageData/Star_ce49b214-2a92-11ea-8123-8363a7ec19e6.png,7
imageData/Star_433af546-2a85-11ea-8123-8363a7ec19e6.png,7
imageData/Pentagon_bf6ec2d4-2a88-11ea-8123-8363a7ec19e6.png,5
imageData/Square_c85c5184-2a99-11ea-8123-8363a7ec19e6.png,6
imageData/Star_1fb6543c-2a92-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_5668bbaa-2a88-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_8eb60df4-2a93-11ea-8123-8363a7ec19e6.png,4
imageData/Heptagon_bd9b1f1c-2a8c-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_80177898-2a96-11ea-8123-8363a7ec19e6.png,1
imageData/Square_e2f98df8-2a90-11ea-8123-8363a7ec19e6.png,6
imageData/Square_1e487f5c-2a93-11ea-8123-8363a7ec19e6.png,6
imageData/Hexagon_9bf0b32c-2a96-11ea-8123-8363a7ec19e6.png,2
imageData/Hexagon_41782a26-2a99-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_ee65a36a-2a91-11ea-8123-8363a7ec19e6.png,3
imageData/Pentagon_63d45fa0-2a84-11ea-8123-8363a7ec19e6.png,5
imageData/Octagon_6165e2c6-2a83-11ea-8123-8363a7ec19e6.png,4
imageData/Heptagon_cca7d2a0-2a84-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_879836f6-2a92-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_7e8e9a5a-2a92-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_3e8a66f0-2a8d-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_cb5de932-2a86-11ea-8123-8363a7ec19e6.png,4
imageData/Nonagon_1589d1a0-2a92-11ea-8123-8363a7ec19e6.png,3
imageData/Star_72f12418-2a85-11ea-8123-8363a7ec19e6.png,7
imageData/Square_18ab4428-2a96-11ea-8123-8363a7ec19e6.png,6
imageData/Nonagon_a439d17e-2a89-11ea-8123-8363a7ec19e6.png,3
imageData/Nonagon_23a1297a-2a86-11ea-8123-8363a7ec19e6.png,3
imageData/Octagon_ae9cbef6-2a93-11ea-8123-8363a7ec19e6.png,4
imageData/Hexagon_c077306a-2a99-11ea-8123-8363a7ec19e6.png,2
imageData/Star_988bbc5c-2a93-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_b68b334c-2a91-11ea-8123-8363a7ec19e6.png,8
imageData/Pentagon_20b5d144-2a94-11ea-8123-8363a7ec19e6.png,5
imageData/Heptagon_ad62a48a-2a8c-11ea-8123-8363a7ec19e6.png,1
imageData/Hexagon_2f973ce2-2a90-11ea-8123-8363a7ec19e6.png,2
imageData/Heptagon_9a014a36-2a96-11ea-8123-8363a7ec19e6.png,1
imageData/Pentagon_96215420-2a90-11ea-8123-8363a7ec19e6.png,5
imageData/Pentagon_47b6cfa6-2a84-11ea-8123-8363a7ec19e6.png,5
imageData/Triangle_1586b622-2a93-11ea-8123-8363a7ec19e6.png,8
imageData/Square_f4b71ad0-2a89-11ea-8123-8363a7ec19e6.png,6
imageData/Star_694aca3e-2a91-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_9e7fdf68-2a83-11ea-8123-8363a7ec19e6.png,8
imageData/Pentagon_e069ba84-2a97-11ea-8123-8363a7ec19e6.png,5
imageData/Square_fa3a06a2-2a84-11ea-8123-8363a7ec19e6.png,6
imageData/Pentagon_d9c1a3ba-2a86-11ea-8123-8363a7ec19e6.png,5
imageData/Square_b64280a4-2a8a-11ea-8123-8363a7ec19e6.png,6
imageData/Square_062cf2ca-2a8b-11ea-8123-8363a7ec19e6.png,6
imageData/Octagon_2e13d68e-2a89-11ea-8123-8363a7ec19e6.png,4
imageData/Heptagon_a876e404-2a96-11ea-8123-8363a7ec19e6.png,1
imageData/Pentagon_88be0c70-2a99-11ea-8123-8363a7ec19e6.png,5
imageData/Heptagon_cfb71140-2a84-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_a3489742-2a92-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_40be92bc-2a8c-11ea-8123-8363a7ec19e6.png,4
imageData/Square_b404c5f6-2a8d-11ea-8123-8363a7ec19e6.png,6
imageData/Star_6ad2880e-2a93-11ea-8123-8363a7ec19e6.png,7
imageData/Heptagon_3e25279e-2a84-11ea-8123-8363a7ec19e6.png,1
imageData/Square_ca822198-2a97-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_9b6c893e-2a88-11ea-8123-8363a7ec19e6.png,8
imageData/Pentagon_0022fc26-2a86-11ea-8123-8363a7ec19e6.png,5
imageData/Star_2d5c9730-2a84-11ea-8123-8363a7ec19e6.png,7
imageData/Nonagon_d56c3026-2a83-11ea-8123-8363a7ec19e6.png,3
imageData/Square_2555489c-2a94-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_ab7c789c-2a84-11ea-8123-8363a7ec19e6.png,8
imageData/Triangle_3308be6e-2a86-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_b6241202-2a91-11ea-8123-8363a7ec19e6.png,4
imageData/Star_3152ffdc-2a89-11ea-8123-8363a7ec19e6.png,7
imageData/Nonagon_1a61f9d2-2a88-11ea-8123-8363a7ec19e6.png,3
imageData/Star_832e568c-2a91-11ea-8123-8363a7ec19e6.png,7
imageData/Star_afc2c820-2a89-11ea-8123-8363a7ec19e6.png,7
imageData/Star_578e4e72-2a93-11ea-8123-8363a7ec19e6.png,7
imageData/Square_2a7d4f6e-2a8e-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_b1090eb4-2a8a-11ea-8123-8363a7ec19e6.png,8
imageData/Nonagon_a18b3604-2a87-11ea-8123-8363a7ec19e6.png,3
imageData/Nonagon_49024f68-2a96-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_244a6b9e-2a99-11ea-8123-8363a7ec19e6.png,8
imageData/Star_a0387074-2a95-11ea-8123-8363a7ec19e6.png,7
imageData/Heptagon_8c6092de-2a86-11ea-8123-8363a7ec19e6.png,1
imageData/Triangle_a30850fc-2a8c-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_a567bcb0-2a88-11ea-8123-8363a7ec19e6.png,4
imageData/Square_f2edcff6-2a92-11ea-8123-8363a7ec19e6.png,6
imageData/Heptagon_ee59955c-2a96-11ea-8123-8363a7ec19e6.png,1
imageData/Star_f33eb6fa-2a83-11ea-8123-8363a7ec19e6.png,7
imageData/Octagon_d3ec3392-2a86-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_4c2d5e3e-2a8d-11ea-8123-8363a7ec19e6.png,5
imageData/Square_7ffc27da-2a8e-11ea-8123-8363a7ec19e6.png,6
imageData/Nonagon_eff6335a-2a89-11ea-8123-8363a7ec19e6.png,3
imageData/Nonagon_c4adb3e2-2a9a-11ea-8123-8363a7ec19e6.png,3
imageData/Hexagon_d5d55a58-2a86-11ea-8123-8363a7ec19e6.png,2
imageData/Star_895cbd4a-2a8d-11ea-8123-8363a7ec19e6.png,7
imageData/Nonagon_b197fd2a-2a91-11ea-8123-8363a7ec19e6.png,3
imageData/Nonagon_f6ac4c1c-2a92-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_e04fac6a-2a98-11ea-8123-8363a7ec19e6.png,8
imageData/Hexagon_4c5ad622-2a95-11ea-8123-8363a7ec19e6.png,2
imageData/Triangle_abdaead4-2a94-11ea-8123-8363a7ec19e6.png,8
imageData/Nonagon_25c74b96-2a89-11ea-8123-8363a7ec19e6.png,3
imageData/Octagon_89516e58-2a98-11ea-8123-8363a7ec19e6.png,4
imageData/Triangle_657e4038-2a83-11ea-8123-8363a7ec19e6.png,8
imageData/Hexagon_4bc03d5c-2a8f-11ea-8123-8363a7ec19e6.png,2
imageData/Square_233570ce-2a89-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_921eedbc-2a93-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_bbd6b6e4-2a98-11ea-8123-8363a7ec19e6.png,4
imageData/Hexagon_a428e7a0-2a99-11ea-8123-8363a7ec19e6.png,2
imageData/Octagon_6f43b8e4-2a94-11ea-8123-8363a7ec19e6.png,4
imageData/Star_09c1d9ae-2a8c-11ea-8123-8363a7ec19e6.png,7
imageData/Star_00c3cdfe-2a8b-11ea-8123-8363a7ec19e6.png,7
imageData/Octagon_d798c956-2a86-11ea-8123-8363a7ec19e6.png,4
imageData/Triangle_6c611b40-2a8e-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_7a652a22-2a9a-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_59815cda-2a87-11ea-8123-8363a7ec19e6.png,5
imageData/Pentagon_c4e94b6a-2a85-11ea-8123-8363a7ec19e6.png,5
imageData/Hexagon_7452fd78-2a98-11ea-8123-8363a7ec19e6.png,2
imageData/Heptagon_c7eb6c18-2a89-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_f3e35a78-2a8f-11ea-8123-8363a7ec19e6.png,1
imageData/Square_4e2cd816-2a85-11ea-8123-8363a7ec19e6.png,6
imageData/Pentagon_e01fb574-2a8d-11ea-8123-8363a7ec19e6.png,5
imageData/Square_d7a44a86-2a88-11ea-8123-8363a7ec19e6.png,6
imageData/Star_353a857a-2a93-11ea-8123-8363a7ec19e6.png,7
imageData/Nonagon_ce29c4a0-2a8c-11ea-8123-8363a7ec19e6.png,3
imageData/Star_9994f6ca-2a95-11ea-8123-8363a7ec19e6.png,7
imageData/Star_dd4c78d8-2a87-11ea-8123-8363a7ec19e6.png,7
imageData/Pentagon_e7fa8f64-2a90-11ea-8123-8363a7ec19e6.png,5
imageData/Hexagon_88d877a8-2a8b-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_0fa7b8c0-2a91-11ea-8123-8363a7ec19e6.png,3
imageData/Heptagon_1750c3de-2a8f-11ea-8123-8363a7ec19e6.png,1
imageData/Square_0e5d97ca-2a99-11ea-8123-8363a7ec19e6.png,6
imageData/Star_bba03188-2a92-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_eb7fbac6-2a89-11ea-8123-8363a7ec19e6.png,2
imageData/Square_179960b4-2a8d-11ea-8123-8363a7ec19e6.png,6
imageData/Star_6312f86a-2a84-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_29d1f44c-2a8f-11ea-8123-8363a7ec19e6.png,8
imageData/Square_1d670148-2a99-11ea-8123-8363a7ec19e6.png,6
imageData/Star_d2c4d328-2a8d-11ea-8123-8363a7ec19e6.png,7
imageData/Pentagon_4c193f36-2a87-11ea-8123-8363a7ec19e6.png,5
imageData/Pentagon_5e3cdd02-2a97-11ea-8123-8363a7ec19e6.png,5
imageData/Nonagon_fdab333a-2a87-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_1b78fd54-2a90-11ea-8123-8363a7ec19e6.png,8
imageData/Heptagon_576bc8d4-2a8e-11ea-8123-8363a7ec19e6.png,1
imageData/Square_7b5fe4e2-2a88-11ea-8123-8363a7ec19e6.png,6
imageData/Nonagon_b9fea856-2a87-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_df57b2d6-2a83-11ea-8123-8363a7ec19e6.png,8
imageData/Triangle_47c802ee-2a84-11ea-8123-8363a7ec19e6.png,8
imageData/Nonagon_37bdb62e-2a88-11ea-8123-8363a7ec19e6.png,3
imageData/Hexagon_150160d4-2a94-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_ceb03d10-2a95-11ea-8123-8363a7ec19e6.png,3
imageData/Square_f15cf0f4-2a88-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_84e74cde-2a98-11ea-8123-8363a7ec19e6.png,8
imageData/Heptagon_65e2dc34-2a86-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_6867ecb0-2a86-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_f4b4f366-2a95-11ea-8123-8363a7ec19e6.png,5
imageData/Nonagon_0d6572ca-2a94-11ea-8123-8363a7ec19e6.png,3
imageData/Octagon_223b9e4c-2a97-11ea-8123-8363a7ec19e6.png,4
imageData/Star_84ff7d08-2a99-11ea-8123-8363a7ec19e6.png,7
imageData/Heptagon_252445a8-2a8f-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_287bf446-2a92-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_ef28810c-2a8a-11ea-8123-8363a7ec19e6.png,3
imageData/Heptagon_764a55b2-2a99-11ea-8123-8363a7ec19e6.png,1
imageData/Star_dc4c3dc6-2a99-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_fb3896e8-2a8b-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_6774e024-2a8b-11ea-8123-8363a7ec19e6.png,3
imageData/Hexagon_6aa85d3c-2a83-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_836405a8-2a95-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_2a4df0a6-2a99-11ea-8123-8363a7ec19e6.png,8
imageData/Star_c9af5060-2a88-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_f2b533f2-2a93-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_b4b790e0-2a89-11ea-8123-8363a7ec19e6.png,3
imageData/Star_8ed3f690-2a96-11ea-8123-8363a7ec19e6.png,7
imageData/Octagon_8705beec-2a84-11ea-8123-8363a7ec19e6.png,4
imageData/Heptagon_c899a388-2a92-11ea-8123-8363a7ec19e6.png,1
imageData/Triangle_1338a2de-2a86-11ea-8123-8363a7ec19e6.png,8
imageData/Heptagon_6dda3e32-2a8b-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_09efe77a-2a93-11ea-8123-8363a7ec19e6.png,3
imageData/Triangle_5a126358-2a85-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_ef5e4e7a-2a87-11ea-8123-8363a7ec19e6.png,4
imageData/Star_a9a42ace-2a89-11ea-8123-8363a7ec19e6.png,7
imageData/Hexagon_56bb00e4-2a84-11ea-8123-8363a7ec19e6.png,2
imageData/Nonagon_09a49754-2a91-11ea-8123-8363a7ec19e6.png,3
imageData/Heptagon_85a3a834-2a98-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_8b1f8b90-2a8c-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_5bfa891c-2a8e-11ea-8123-8363a7ec19e6.png,3
imageData/Octagon_ceee548e-2a85-11ea-8123-8363a7ec19e6.png,4
imageData/Pentagon_d510586c-2a8f-11ea-8123-8363a7ec19e6.png,5
imageData/Octagon_0bd3540e-2a99-11ea-8123-8363a7ec19e6.png,4
imageData/Star_c60243e2-2a91-11ea-8123-8363a7ec19e6.png,7
imageData/Square_e0fa67f8-2a8a-11ea-8123-8363a7ec19e6.png,6
imageData/Square_cd976e8c-2a8e-11ea-8123-8363a7ec19e6.png,6
imageData/Triangle_8e980880-2a85-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_9af03f90-2a8e-11ea-8123-8363a7ec19e6.png,4
imageData/Heptagon_cd3b1028-2a8a-11ea-8123-8363a7ec19e6.png,1
imageData/Nonagon_a8f37c78-2a8a-11ea-8123-8363a7ec19e6.png,3
imageData/Star_0a08cc8e-2a9a-11ea-8123-8363a7ec19e6.png,7
imageData/Octagon_82975f90-2a85-11ea-8123-8363a7ec19e6.png,4
imageData/Heptagon_b8fd5566-2a86-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_e0d0d79c-2a91-11ea-8123-8363a7ec19e6.png,1
imageData/Heptagon_20a8612c-2a8e-11ea-8123-8363a7ec19e6.png,1
imageData/Pentagon_e628c8be-2a94-11ea-8123-8363a7ec19e6.png,5
imageData/Octagon_6da13c9c-2a93-11ea-8123-8363a7ec19e6.png,4
imageData/Triangle_2a66292a-2a88-11ea-8123-8363a7ec19e6.png,8
imageData/Triangle_d7f4a25c-2a8c-11ea-8123-8363a7ec19e6.png,8
imageData/Triangle_bbd384a2-2a92-11ea-8123-8363a7ec19e6.png,8
imageData/Octagon_eadab2f8-2a8c-11ea-8123-8363a7ec19e6.png,4
imageData/Triangle_0fe4a6b8-2a96-11ea-8123-8363a7ec19e6.png,8
imageData/Triangle_2e14ca72-2a88-11ea-8123-8363a7ec19e6.png,8
imageData/Nonagon_8fe74746-2a99-11ea-8123-8363a7ec19e6.png,3
imageData/Star_f40b56fa-2a93-11ea-8123-8363a7ec19e6.png,7
imageData/Pentagon_7de4d96c-2a91-11ea-8123-8363a7ec19e6.png,5
imageData/Star_e8651d76-2a8a-11ea-8123-8363a7ec19e6.png,7
imageData/Heptagon_58c7ef2a-2a91-11ea-8123-8363a7ec19e6.png,1
imageData/Octagon_b5b02498-2a94-11ea-8123-8363a7ec19e6.png,4
imageData/Hexagon_81cdc42e-2a89-11ea-8123-8363a7ec19e6.png,2
imageData/Hexagon_8ef251a2-2a92-11ea-8123-8363a7ec19e6.png,2
imageData/Triangle_2baf37fe-2a97-11ea-8123-8363a7ec19e6.png,8
imageData/Nonagon_ee02a218-2a98-11ea-8123-8363a7ec19e6.png,3
imageData/Hexagon_54dd05e8-2a88-11ea-8123-8363a7ec19e6.png,2
imageData/Triangle_f4d82cd6-2a96-11ea-8123-8363a7ec19e6.png,8
imageData/Star_0244b302-2a8e-11ea-8123-8363a7ec19e6.png,7
imageData/Triangle_a8488496-2a88-11ea-8123-8363a7ec19e6.png,8
imageData/Pentagon_045e4556-2a96-11ea-8123-8363a7ec19e6.png,5
